order_detail_id,order_id,product_id,quantity
433,11893,110,3
434,11884,106,1
435,10798,110,3
436,10018,105,5
437,10044,106,5
438,10155,107,3
439,14963,111,1
440,13449,116,5
441,14839,112,2
442,14081,112,4
443,11426,123,1
444,14321,120,3
445,14313,105,4
446,13640,116,4
447,14127,106,2
448,11893,109,1
449,10898,105,4
450,13425,121,1
451,14541,123,2
452,11259,116,3
453,12016,118,4
454,14834,119,4
455,11703,112,4
456,10874,102,1
457,10566,110,4
458,12019,112,1
459,11886,114,5
460,12124,118,5
461,14643,119,1
462,12315,106,5
463,14413,105,2
464,13884,116,2
465,13193,114,5
466,11860,113,3
467,10025,121,1
468,13504,102,5
469,14256,102,1
470,11138,112,5
471,14996,101,2
472,11190,119,3
473,14799,116,1
474,14097,107,3
475,13158,121,2
476,12368,107,4
477,14478,116,4
478,11742,106,1
479,13689,118,2
480,13747,101,1
481,10898,101,1
482,14024,114,1
483,10717,106,3
484,13968,106,5
485,14022,104,2
486,13216,112,3
487,10391,118,5
488,13885,110,1
489,11700,103,4
490,13038,103,3
491,10233,108,2
492,11927,122,2
493,13132,123,5
494,13307,101,3
495,12725,118,1
496,14802,115,5
497,10234,121,2
498,11392,120,3
499,12893,117,4
500,11256,111,1
501,12539,113,2
502,13691,120,3
503,10890,110,4
504,14688,113,2
505,10746,117,4
506,11720,121,2
507,10428,101,5
508,10732,120,5
509,10800,116,5
510,14298,116,3
511,10836,121,5
512,10135,103,3
513,12539,102,1
514,13719,106,5
515,10041,111,3
516,13368,103,2
517,12416,101,3
518,12041,111,3
519,14340,113,2
520,12950,105,3
521,14262,118,2
522,13467,115,4
523,13089,118,5
524,14824,115,1
525,11116,120,3
526,14579,120,2
527,12591,120,5
528,13574,107,3
529,12979,117,5
530,12448,108,4
531,11231,113,3
532,12667,116,2
533,14976,110,4
534,14926,114,3
535,14855,106,5
536,14259,120,4
537,12595,122,2
538,13431,107,3
539,12918,106,5
540,12953,117,5
541,11996,121,4
542,13892,108,3
543,10307,112,5
544,11363,104,4
545,12103,110,1
546,13031,106,5
547,10333,107,4
548,12753,121,1
549,10243,108,4
550,11885,103,5
551,11433,108,1
552,12551,115,4
553,10303,121,3
554,14331,101,1
555,13110,113,4
556,12187,122,3
557,14291,118,1
558,11551,115,4
559,11793,107,5
560,10647,115,1
561,14657,103,1
562,10713,114,3
563,14509,120,4
564,10538,104,5
565,10235,104,3
566,12397,103,1
567,11505,105,3
568,11375,111,3
569,14512,108,3
570,11910,102,1
571,10916,116,2
572,13959,110,3
573,10081,118,2
574,12084,107,5
575,12689,105,5
576,11691,107,5
577,10757,121,4
578,12671,106,1
579,13752,101,2
580,13553,111,4
581,10468,113,2
582,11495,112,1
583,11020,101,3
584,10902,121,4
585,10673,115,1
586,10439,101,4
587,14223,103,5
588,12077,115,4
589,10445,109,3
590,10966,114,3
591,13791,123,2
592,10464,122,4
593,12199,108,5
594,12288,122,3
595,13766,104,2
596,13177,120,5
597,14009,120,5
598,13505,106,5
599,10913,101,1
600,10497,118,3
601,11464,106,1
602,14254,114,1
603,14268,111,3
604,10494,117,4
605,11427,109,2
606,11693,122,3
607,11794,107,2
608,12724,114,4
609,10659,117,3
610,14762,108,5
611,14463,116,3
612,10550,112,4
613,10643,112,1
614,14351,105,3
615,10208,105,5
616,12498,114,3
617,14191,106,1
618,11884,107,3
619,12887,123,5
620,10478,121,4
621,10762,117,5
622,10190,109,4
623,10756,122,5
624,11447,113,2
625,14932,109,3
626,11664,116,3
627,11836,104,1
628,14229,102,2
629,14151,113,1
630,14061,113,3
631,14606,119,1
632,14766,112,4
633,13613,104,2
634,11690,110,5
635,11317,116,4
636,14830,119,5
637,13187,108,1
638,14021,106,3
639,14355,104,4
640,11146,107,2
641,14395,114,5
642,10561,113,4
643,11913,121,3
644,11865,105,2
645,10297,109,2
646,12410,103,5
647,12637,110,4
648,11462,115,4
649,14293,120,2
650,12269,121,1
651,10995,117,2
652,10008,123,3
653,12592,106,4
654,12516,103,5
655,14416,118,4
656,11418,105,2
657,12317,113,3
658,13933,101,1
659,11288,117,4
660,12845,103,2
661,11119,119,2
662,10553,121,2
663,10661,120,3
664,10716,122,2
665,13586,112,2
666,13762,108,2
667,12530,108,4
668,13971,115,2
669,13408,111,3
670,11459,120,4
671,13268,101,2
672,10855,116,1
673,14761,114,3
674,13538,107,1
675,11898,106,3
676,10273,121,1
677,14088,104,2
678,11273,122,1
679,14375,108,1
680,14020,122,3
681,10816,119,2
682,14372,103,3
683,10923,104,2
684,14738,113,5
685,14601,121,4
686,14868,102,4
687,11265,111,3
688,13725,116,2
689,12788,110,1
690,12723,115,4
691,14224,110,3
692,12551,102,3
693,12950,106,3
694,11674,114,2
695,14588,102,3
696,13093,110,5
697,12839,117,1
698,11667,108,3
699,14512,116,2
700,12196,114,1
701,11385,110,1
702,14404,113,4
703,13955,101,3
704,12900,110,3
705,10061,122,2
706,13948,112,5
707,12291,117,5
708,10473,114,4
709,10959,105,5
710,10533,119,2
711,10494,105,4
712,10082,115,3
713,14975,113,5
714,12971,117,2
715,10012,101,2
716,14545,114,3
717,10762,104,2
718,13186,109,4
719,10026,117,4
720,11807,103,1
721,14158,113,3
722,14325,112,2
723,14703,116,5
724,13660,104,4
725,11526,118,3
726,10761,123,3
727,10595,103,4
728,11056,117,1
729,11855,101,3
730,13084,119,2
731,13917,122,5
732,13676,104,5
733,12049,117,4
734,11459,107,3
735,11220,102,5
736,14229,112,3
737,14182,105,4
738,11500,116,1
739,11831,108,5
740,13396,123,2
741,11204,108,4
742,14271,113,1
743,12811,114,2
744,13093,111,2
745,13045,106,5
746,14674,116,3
747,13515,123,4
748,11799,122,2
749,12576,115,5
750,10145,116,1
751,14858,113,2
752,13927,112,1
753,11378,118,4
754,13147,118,5
755,11826,114,1
756,10794,102,3
757,11602,122,1
758,14415,102,1
759,11111,103,5
760,14054,108,5
761,14794,111,2
762,13938,112,1
763,13964,104,1
764,14943,109,5
765,10783,117,3
766,11117,116,5
767,11751,117,3
768,12577,115,5
769,14028,120,4
770,13337,122,1
771,14388,107,3
772,11488,110,4
773,13876,104,3
774,13632,114,2
775,14193,114,2
776,13959,114,1
777,13398,114,4
778,10074,122,4
779,11360,120,2
780,11092,118,1
781,14854,115,2
782,11942,123,4
783,13149,119,3
784,14304,113,4
785,11245,112,1
786,11286,119,4
787,14506,119,5
788,13037,120,4
789,10771,102,5
790,11844,121,2
791,10074,103,5
792,11661,110,4
793,14350,105,4
794,10820,112,4
795,13819,107,1
796,10332,109,2
797,11422,102,5
798,13656,110,3
799,14932,106,5
800,11692,112,4
801,14551,106,3
802,14409,103,3
803,10228,110,5
804,12882,109,5
805,14954,120,5
806,12866,105,5
807,12576,103,2
808,14523,105,1
809,10465,108,1
810,10278,108,5
811,14115,114,1
812,10066,122,5
813,14263,117,5
814,10403,111,5
815,13984,116,2
816,14505,106,4
817,13479,111,1
818,13445,110,1
819,14693,123,2
820,14420,109,2
821,13040,115,5
822,11438,107,5
823,10429,118,4
824,12683,101,1
825,12778,115,2
826,13379,102,4
827,10393,122,1
828,14542,102,4
829,10342,110,4
830,10133,120,5
831,10265,115,4
832,14189,110,5
833,11686,119,1
834,11435,122,1
835,11661,113,5
836,13818,111,3
837,12355,122,4
838,10266,102,1
839,14742,121,4
840,11137,113,3
841,14550,122,4
842,14927,122,3
843,11391,121,2
844,11113,101,3
845,12235,105,1
846,12867,121,5
847,13069,122,5
848,12180,107,4
849,14968,113,2
850,10635,113,4
851,13632,120,3
852,11400,123,5
853,14787,121,3
854,12740,106,5
855,13171,120,5
856,11866,112,5
857,11956,108,1
858,14678,109,3
859,12219,118,4
860,11390,111,2
861,14880,120,4
862,13131,111,3
863,14277,115,2
864,14115,109,4
865,11250,103,2
866,13167,117,3
867,11246,117,5
868,10054,103,3
869,12911,119,1
870,12397,109,2
871,10443,117,3
872,14676,123,5
873,13612,118,5
874,14378,123,3
875,12408,115,4
876,10823,101,3
877,13703,110,5
878,12940,108,3
879,14737,110,1
880,11032,102,4
881,12017,119,3
882,10563,114,5
883,12539,108,3
884,10341,119,3
885,14568,101,2
886,13776,116,3
887,12297,115,1
888,10235,120,5
889,11117,105,2
890,11909,103,3
891,11418,117,4
892,14920,110,1
893,11292,105,1
894,13489,111,1
895,14728,106,2
896,13655,104,3
897,10529,107,1
898,13325,119,3
899,11981,107,4
900,12940,114,3
901,11330,117,3
902,11234,123,3
903,11754,117,5
904,12801,113,2
905,12934,101,3
906,12760,102,1
907,12776,118,5
908,13488,104,3
909,13851,113,5
910,12528,101,2
911,14998,104,5
912,10891,102,1
913,12066,104,3
914,11189,116,1
915,14298,104,4
916,10741,109,5
917,11370,117,5
918,11390,121,5
919,12001,123,2
920,11472,120,1
921,11537,121,4
922,10319,102,2
923,12265,103,2
924,11895,123,3
925,13712,115,4
926,14820,107,5
927,12823,104,5
928,14509,112,3
929,11276,101,5
930,13084,117,1
931,10401,104,5
932,10724,104,1
933,12330,122,3
934,11136,123,3
935,12771,109,1
936,14847,121,5
937,10268,110,3
938,10570,119,3
939,12557,119,1
940,11974,115,3
941,10546,122,5
942,12823,117,3
943,14461,107,1
944,14643,103,5
945,10271,105,4
946,10739,116,1
947,11258,123,4
948,10059,107,3
949,14182,116,5
950,14859,109,3
951,10390,101,5
952,10719,103,2
953,14245,108,3
954,14679,118,3
955,10121,118,3
956,12653,119,1
957,12304,107,5
958,14862,120,5
959,12912,106,5
960,10800,111,1
961,13381,105,5
962,12107,112,3
963,11110,101,4
964,11251,119,2
965,12641,111,5
966,11650,115,1
967,11346,116,1
968,12957,103,5
969,12447,111,4
970,14995,111,5
971,13365,110,1
972,10485,102,2
973,10803,120,4
974,11716,105,5
975,11916,123,2
976,13484,123,5
977,11758,108,4
978,11810,113,1
979,13008,115,4
980,13226,102,3
981,13496,112,5
982,12321,108,2
983,11671,121,2
984,14616,119,4
985,11152,123,4
986,14748,101,4
987,12224,108,2
988,12668,110,1
989,10211,113,2
990,12495,105,1
991,14682,122,4
992,14263,109,3
993,12508,110,2
994,12964,114,4
995,13429,111,2
996,13376,114,4
997,13956,103,2
998,13706,121,5
999,13406,116,2
1000,14039,120,5
1001,11053,117,1
1002,10714,105,2
1003,12889,107,1
1004,10688,117,3
1005,10330,120,5
1006,11747,122,2
1007,11208,111,1
1008,12143,112,4
1009,10785,102,1
1010,12697,119,2
1011,13821,105,3
1012,13719,111,5
1013,12694,123,4
1014,10626,119,1
1015,14235,107,2
1016,13709,121,2
1017,10762,122,5
1018,13980,106,4
1019,13530,111,1
1020,11556,114,1
1021,13634,104,1
1022,10676,108,5
1023,14188,109,5
1024,10037,102,4
1025,13837,111,1
1026,11788,120,1
1027,12728,122,4
1028,13881,107,4
1029,11895,104,4
1030,10137,114,2
1031,13077,101,4
1032,13884,112,3
1033,10662,119,5
1034,11811,105,4
1035,10415,108,2
1036,10343,111,3
1037,12730,122,2
1038,13451,104,2
1039,13666,115,2
1040,13738,120,2
1041,13898,112,1
1042,14242,120,5
1043,14419,122,1
1044,12170,123,3
1045,11879,121,1
1046,13971,110,3
1047,14697,116,4
1048,14571,123,3
1049,12618,108,1
1050,11516,120,1
1051,10575,108,3
1052,14443,106,1
1053,12868,103,3
1054,13545,108,2
1055,14478,123,5
1056,10072,110,3
1057,12569,105,2
1058,13438,111,2
1059,12981,104,2
1060,11118,117,2
1061,12387,103,3
1062,13509,118,1
1063,11360,108,2
1064,14760,112,4
1065,11516,121,2
1066,10040,116,1
1067,11383,114,1
1068,12031,121,5
1069,12622,116,5
1070,11901,104,2
1071,12218,101,2
1072,14797,101,5
1073,14607,122,2
1074,11284,115,4
1075,10584,120,3
1076,10459,120,5
1077,12266,103,5
1078,12667,114,1
1079,10816,109,2
1080,12512,119,5
1081,10247,108,5
1082,14826,102,4
1083,10417,104,2
1084,14464,101,3
1085,13718,111,4
1086,10108,105,3
1087,12632,102,1
1088,10839,113,5
1089,14514,117,4
1090,14917,117,3
1091,11422,118,2
1092,14779,121,1
1093,13913,109,1
1094,10256,106,5
1095,12828,120,5
1096,10838,103,3
1097,12963,108,3
1098,12283,103,1
1099,10553,101,3
1100,10181,120,5
1101,14253,113,1
1102,11478,121,1
1103,10571,105,2
1104,14953,116,2
1105,11728,121,3
1106,10592,116,3
1107,14517,112,5
1108,12261,113,5
1109,12948,104,2
1110,10348,109,1
1111,10166,116,4
1112,14444,101,4
1113,12897,105,3
1114,14494,121,4
1115,10583,105,4
1116,13507,119,2
1117,14404,109,1
1118,13039,108,5
1119,12846,119,2
1120,12767,118,5
1121,14195,115,2
1122,11266,104,2
1123,14254,115,4
1124,14650,113,5
1125,14747,118,2
1126,12968,120,4
1127,12275,105,3
1128,12471,118,5
1129,12291,108,2
1130,12578,101,3
1131,13661,119,4
1132,11069,123,2
1133,12737,117,4
1134,14830,102,4
1135,11951,119,4
1136,10092,116,5
1137,13094,118,3
1138,12220,102,3
1139,11388,106,1
1140,14275,107,2
1141,12286,106,4
1142,13207,106,2
1143,12925,109,3
1144,10280,108,3
1145,11619,122,4
1146,12788,121,5
1147,10371,109,4
1148,13184,112,4
1149,13835,118,1
1150,11704,123,5
1151,12269,106,2
1152,10304,123,5
1153,13775,104,4
1154,11349,107,4
1155,12423,118,4
1156,13629,120,4
1157,12429,105,4
1158,13034,118,5
1159,10669,110,4
1160,10500,108,3
1161,11415,101,3
1162,10530,115,1
1163,13622,103,2
1164,13457,115,3
1165,10755,114,1
1166,12348,101,5
1167,14911,121,2
1168,10727,108,4
1169,14827,107,4
1170,14924,109,5
1171,12650,118,2
1172,12047,112,3
1173,12816,108,2
1174,10875,108,1
1175,13280,106,5
1176,12985,103,3
1177,12179,102,2
1178,13808,114,2
1179,10608,108,3
1180,10635,106,1
1181,14580,104,1
1182,12728,105,2
1183,11075,121,4
1184,11915,113,3
1185,10589,109,1
1186,13232,113,1
1187,12305,109,1
1188,13839,116,5
1189,11974,112,4
1190,12056,102,1
1191,13481,119,4
1192,12080,116,2
1193,13053,113,2
1194,14483,105,5
1195,11252,123,4
1196,13796,106,3
1197,13823,121,5
1198,14303,117,1
1199,13390,117,2
1200,11781,117,2
1201,12605,103,3
1202,13689,113,5
1203,14889,112,4
1204,11725,106,2
1205,12785,122,1
1206,13720,121,3
1207,11678,113,3
1208,10449,114,3
1209,14688,107,1
1210,10082,105,3
1211,11407,114,4
1212,11481,118,4
1213,11080,104,5
1214,13599,101,5
1215,14515,107,4
1216,14184,120,1
1217,13681,113,5
1218,12704,104,3
1219,14311,113,4
1220,13757,104,2
1221,11759,103,1
1222,12600,108,1
1223,12551,120,4
1224,13854,108,2
1225,12747,117,1
1226,12293,115,5
1227,11502,104,2
1228,14405,106,3
1229,10231,122,5
1230,14251,106,2
1231,11199,110,4
1232,10115,104,1
1233,11414,109,5
1234,14407,116,4
1235,10993,107,2
1236,12348,114,3
1237,11042,106,1
1238,10012,101,1
1239,13677,118,5
1240,14826,112,4
1241,13066,122,2
1242,12037,115,2
1243,13047,101,4
1244,12351,115,1
1245,10541,115,4
1246,12861,116,2
1247,10077,121,4
1248,13068,101,1
1249,10024,103,5
1250,10676,112,1
1251,12395,107,3
1252,14268,105,3
1253,13399,101,4
1254,12760,101,1
1255,10489,115,1
1256,11486,108,2
1257,13660,111,5
1258,13236,114,1
1259,12420,123,4
1260,13496,113,2
1261,10757,119,2
1262,12525,112,4
1263,14251,122,4
1264,10257,119,1
1265,11780,104,1
1266,14770,104,2
1267,12116,103,2
1268,13349,106,5
1269,14769,105,2
1270,11473,111,4
1271,10259,109,4
1272,14076,103,5
1273,10307,109,3
1274,11119,112,3
1275,13018,103,4
1276,14342,120,3
1277,12781,117,3
1278,11659,121,5
1279,10187,112,2
1280,11798,118,2
1281,10925,104,3
1282,10785,110,1
1283,13445,118,5
1284,13197,108,3
1285,11361,109,1
1286,10341,119,1
1287,10563,113,5
1288,14747,106,2
1289,13000,122,4
1290,11194,107,1
1291,13111,121,4
1292,10069,106,4
1293,12429,111,5
1294,13599,117,2
1295,12373,119,5
1296,14557,112,1
1297,10844,121,2
1298,10574,121,3
1299,14215,113,2
1300,12597,118,5
1301,14742,107,5
1302,11479,123,4
1303,12074,105,3
1304,11514,116,2
1305,10969,122,3
1306,12197,104,4
1307,11512,123,3
1308,10655,101,3
1309,12993,104,2
1310,14651,103,3
1311,14521,104,4
1312,10293,101,1
1313,12602,112,1
1314,14527,113,5
1315,14413,102,1
1316,14494,109,2
1317,11589,107,5
1318,10596,113,1
1319,12594,122,1
1320,12124,102,5
1321,11944,101,2
1322,10916,118,5
1323,13870,107,2
1324,12795,118,2
1325,13079,119,4
1326,10976,108,1
1327,11076,123,1
1328,12990,112,3
1329,13468,111,5
1330,11452,109,4
1331,13824,104,1
1332,13933,107,3
1333,12029,117,4
1334,10363,111,2
1335,12430,102,1
1336,13633,123,5
1337,12319,118,4
1338,13086,122,3
1339,12346,112,5
1340,13599,109,2
1341,14330,111,5
1342,11732,105,3
1343,10027,107,2
1344,10093,101,3
1345,12665,105,1
1346,10309,106,3
1347,10052,113,5
1348,10319,111,1
1349,11993,108,1
1350,14277,120,4
1351,13892,102,5
1352,14743,115,5
1353,13957,110,2
1354,12693,108,3
1355,13019,102,3
1356,12025,121,5
1357,14432,115,3
1358,11526,106,5
1359,11279,105,1
1360,10514,122,3
1361,14338,122,3
1362,11734,103,5
1363,13371,111,5
1364,13922,111,2
1365,12501,116,3
1366,13465,103,4
1367,12260,109,5
1368,14764,103,4
1369,14690,119,1
1370,12660,111,1
1371,10256,114,4
1372,11503,102,1
1373,14657,107,4
1374,12111,110,2
1375,10407,110,2
1376,12850,120,1
1377,13177,101,4
1378,11861,106,4
1379,14355,121,4
1380,10723,114,1
1381,11283,102,4
1382,10614,106,5
1383,13332,101,4
1384,13117,103,5
1385,11979,104,2
1386,10813,113,5
1387,11787,103,2
1388,10331,115,1
1389,12213,113,2
1390,11217,122,2
1391,14483,111,4
1392,13338,104,3
1393,12376,117,2
1394,11241,105,5
1395,10320,121,1
1396,14495,108,5
1397,11915,121,1
1398,14201,110,5
1399,14792,107,2
1400,10330,117,3
1401,10660,107,2
1402,13689,119,4
1403,13119,109,5
1404,14917,102,3
1405,11973,122,5
1406,11794,120,4
1407,13219,119,4
1408,14558,106,4
1409,12534,110,2
1410,12458,113,2
1411,13101,102,3
1412,14367,110,4
1413,12734,110,2
1414,14481,105,1
1415,14156,122,1
1416,10220,104,2
1417,12819,123,3
1418,11907,102,5
1419,12612,107,4
1420,12594,118,2
1421,10096,117,3
1422,10989,111,5
1423,11113,121,3
1424,12279,118,5
1425,10246,108,1
1426,12159,112,5
1427,14330,101,1
1428,13350,120,4
1429,12726,121,2
1430,14078,112,1
1431,14899,106,3
1432,12667,103,5
1433,13200,105,3
1434,12755,114,1
1435,11418,112,3
1436,10655,113,5
1437,12443,113,2
1438,10111,117,3
1439,10090,115,4
1440,10763,106,5
1441,13173,112,5
1442,12180,102,4
1443,12505,104,1
1444,11465,120,4
1445,10098,121,1
1446,10293,112,2
1447,11840,103,1
1448,11735,117,2
1449,12620,106,2
1450,14748,117,4
1451,12197,117,2
1452,13467,111,1
1453,11907,123,3
1454,11722,107,5
1455,13692,102,5
1456,11817,119,1
1457,10253,102,3
1458,14228,122,2
1459,13520,113,1
1460,11908,116,2
1461,11911,117,4
1462,12522,111,3
1463,13850,109,5
1464,11059,109,1
1465,13539,114,5
1466,12323,113,2
1467,10187,111,2
1468,10949,112,4
1469,12291,122,2
1470,14360,103,2
1471,14618,101,5
1472,14879,108,5
1473,14631,119,1
1474,10210,113,1
1475,12094,107,2
1476,13539,113,3
1477,11564,106,1
1478,10026,103,2
1479,10175,106,5
1480,11335,103,4
1481,10322,113,5
1482,14151,113,5
1483,14048,113,4
1484,13228,101,5
1485,11873,108,1
1486,12068,105,5
1487,10333,120,4
1488,12992,117,2
1489,10911,109,2
1490,14497,113,2
1491,10950,113,4
1492,12076,105,4
1493,12515,114,1
1494,13332,111,4
1495,13030,114,2
1496,10101,107,4
