order_id,customer_id,order_date
10312,271,2024-07-30
10313,10,2025-09-12
10314,472,2024-10-02
10315,378,2024-03-13
10316,121,2025-11-09
10317,125,2024-08-30
10318,170,2024-04-11
10319,72,2025-11-15
10320,152,2024-06-19
10321,208,2025-10-14
10322,49,2024-07-06
10323,154,2025-03-16
10324,347,2024-03-26
10325,293,2025-04-20
10326,68,2024-02-21
10327,50,2024-04-20
10328,152,2024-02-12
10329,19,2024-07-29
10330,100,2024-07-18
10331,60,2025-09-18
10332,167,2024-01-26
10333,202,2024-10-25
10334,345,2024-03-17
10335,146,2024-05-16
10336,403,2024-01-20
10337,164,2025-03-15
10338,458,2024-07-29
10339,481,2025-07-04
10340,439,2025-03-10
10341,242,2024-07-25
10342,69,2025-03-14
10343,175,2025-10-27
10344,49,2024-02-11
10345,483,2025-02-14
10346,108,2025-06-06
10347,226,2025-09-01
10348,161,2025-03-02
10349,119,2024-10-01
10350,149,2025-03-23
10351,465,2025-01-03
10352,150,2024-08-07
10353,432,2025-07-30
10354,293,2024-08-19
10355,143,2024-11-23
10356,419,2025-03-18
10357,476,2024-02-21
10358,455,2025-01-10
10359,160,2024-09-19
10360,11,2024-09-23
10361,138,2024-12-24
10362,457,2024-11-12
10363,78,2024-11-19
10364,77,2025-10-27
10365,441,2025-10-13
10366,254,2025-07-16
10367,409,2025-09-20
10368,258,2025-02-24
10369,320,2024-02-15
10370,291,2025-08-22
10371,263,2025-12-20
10372,85,2024-09-25
10373,146,2025-08-23
10374,323,2025-01-15
10375,42,2024-04-27
10376,374,2025-07-19
10377,125,2024-04-25
10378,167,2025-09-21
10379,425,2024-09-16
10380,241,2024-03-15
10381,459,2025-04-24
10382,487,2024-10-31
10383,280,2024-01-07
10384,188,2024-12-31
10385,302,2025-09-25
10386,19,2025-06-06
10387,68,2024-12-13
10388,218,2025-03-13
10389,102,2024-08-02
10390,42,2025-03-04
10391,288,2025-05-12
10392,167,2025-06-23
10393,109,2025-01-01
10394,494,2024-11-08
10395,36,2025-06-21
10396,232,2024-02-23
10397,229,2025-06-24
10398,353,2025-04-11
10399,164,2024-06-12
10400,387,2024-11-29
10401,73,2025-06-30
10402,136,2024-12-13
10403,353,2024-09-29
10404,379,2025-12-20
10405,70,2025-02-17
10406,425,2025-05-14
10407,487,2024-04-02
10408,196,2025-11-15
10409,269,2024-03-19
10410,49,2025-09-13
10411,316,2024-08-04
10412,130,2024-12-23
10413,444,2025-09-09
10414,5,2025-05-21
10415,428,2025-07-12
10416,27,2024-06-29
10417,160,2025-07-29
10418,149,2024-09-02
10419,264,2024-08-31
10420,230,2025-05-20
10421,200,2025-02-25
10422,50,2024-11-15
10423,67,2024-03-27
10424,300,2024-08-04
10425,381,2025-05-04
10426,58,2025-06-02
10427,259,2024-10-04
10428,342,2025-12-22
10429,326,2024-06-17
10430,130,2024-11-25
10431,215,2025-10-11
10432,172,2025-03-16
10433,258,2025-01-25
10434,102,2025-05-10
10435,209,2025-01-15
10436,291,2024-11-01
10437,354,2025-11-03
10438,471,2025-05-27
10439,286,2024-07-06
10440,116,2025-05-30
10441,264,2025-10-05
10442,150,2025-03-02
10443,300,2025-05-16
10444,442,2025-12-30
10445,36,2024-09-16
10446,453,2025-05-27
10447,333,2024-03-11
10448,477,2025-04-22
10449,287,2024-06-26
10450,303,2025-04-01
10451,311,2024-07-07
10452,208,2024-10-17
10453,106,2025-06-03
10454,446,2024-10-18
10455,158,2025-09-26
10456,121,2024-10-09
10457,55,2025-06-27
10458,400,2025-01-11
10459,12,2025-10-19
10460,145,2024-06-04
10461,400,2025-05-22
10462,396,2025-02-16
10463,136,2025-06-11
10464,468,2024-12-20
10465,3,2025-07-12
10466,144,2024-07-05
10467,30,2024-01-31
10468,237,2024-09-16
10469,279,2025-02-24
10470,348,2025-06-12
10471,115,2025-07-04
10472,104,2024-10-30
10473,118,2024-02-08
10474,5,2025-05-03
10475,468,2025-10-05
10476,360,2025-06-25
10477,248,2025-10-31
10478,364,2024-10-04
10479,321,2024-07-21
10480,121,2024-03-06
10481,286,2024-04-17
10482,149,2024-09-24
10483,84,2024-08-09
10484,454,2025-06-13
10485,406,2024-03-30
10486,466,2025-11-23
10487,456,2024-09-11
10488,231,2025-03-30
10489,288,2024-09-09
10490,161,2024-09-13
10491,272,2025-01-17
10492,460,2025-03-17
10493,38,2025-08-21
10494,500,2024-03-30
10495,226,2025-01-24
10496,142,2025-08-04
10497,292,2024-02-13
10498,481,2025-12-12
10499,151,2025-10-25
10500,114,2025-08-20
10501,237,2024-01-19
10502,66,2024-04-10
10503,361,2025-08-29
10504,341,2024-12-22
10505,258,2025-06-25
10506,475,2024-02-02
10507,249,2024-08-16
10508,457,2025-06-07
10509,449,2025-09-21
10510,331,2024-06-03
10511,323,2025-02-26
10512,180,2024-09-02
10513,190,2025-02-08
10514,407,2025-06-24
10515,154,2024-06-09
10516,196,2025-12-02
10517,466,2024-04-26
10518,311,2024-09-27
10519,262,2025-11-22
10520,419,2025-05-01
10521,406,2024-06-20
10522,427,2024-09-30
10523,143,2024-09-15
10524,342,2024-05-14
10525,316,2025-11-13
10526,101,2025-12-22
10527,244,2025-02-25
10528,490,2025-02-24
10529,12,2024-07-04
10530,239,2024-12-29
10531,49,2025-08-29
10532,42,2025-01-12
10533,166,2025-06-06
10534,82,2025-08-02
10535,429,2025-12-22
10536,291,2024-07-14
10537,158,2024-04-07
10538,216,2025-08-27
10539,490,2024-01-22
10540,158,2025-03-25
10541,462,2024-06-20
10542,134,2025-01-17
10543,67,2024-05-13
10544,336,2025-03-01
10545,7,2024-01-25
10546,436,2025-05-17
10547,14,2024-07-03
10548,73,2024-03-25
10549,399,2025-07-20
10550,405,2024-05-23
10551,163,2025-11-09
10552,66,2025-02-15
10553,347,2024-08-11
10554,130,2024-08-07
10555,419,2024-06-27
10556,466,2025-09-22
10557,206,2025-03-08
10558,276,2024-09-21
10559,466,2025-03-04
10560,256,2025-10-23
10561,266,2025-02-19
10562,25,2025-03-28
10563,450,2025-12-27
10564,281,2024-07-15
10565,253,2025-07-07
10566,310,2024-02-22
10567,289,2025-04-24
10568,164,2025-03-18
10569,95,2024-11-25
10570,270,2024-09-07
10571,321,2024-05-02
10572,110,2025-01-21
10573,336,2024-12-04
10574,310,2024-12-13
10575,238,2024-01-29
10576,381,2024-02-04
10577,436,2025-06-01
10578,387,2025-01-30
10579,483,2025-09-14
10580,425,2024-10-20
10581,390,2025-08-11
10582,25,2024-12-14
10583,141,2024-05-26
10584,117,2024-03-07
10585,482,2025-06-03
10586,392,2024-05-01
10587,405,2024-12-05
10588,482,2024-06-23
10589,452,2025-11-21
10590,25,2025-08-19
10591,79,2025-03-26
10592,68,2025-07-10
10593,173,2024-05-15
10594,444,2024-01-16
10595,12,2024-11-28
10596,288,2024-07-13
10597,128,2025-05-10
10598,96,2024-01-09
10599,92,2024-11-29
10600,141,2024-11-28
10601,31,2024-11-22
10602,334,2024-01-15
10603,20,2025-09-05
10604,146,2024-08-13
10605,477,2025-02-28
10606,316,2025-02-11
10607,447,2024-04-22
10608,390,2025-03-03
10609,160,2024-01-01
10610,349,2024-09-22
10611,43,2025-05-05
10612,254,2024-07-26
10613,130,2025-09-13
10614,60,2025-12-12
10615,151,2025-01-03
10616,467,2024-11-01
10617,287,2024-01-12
10618,499,2024-12-10
10619,5,2025-04-09
10620,467,2025-11-30
10621,418,2025-10-27
10622,266,2025-05-08
10623,345,2025-01-02
10624,130,2025-02-23
10625,382,2024-06-19
10626,267,2024-05-13
10627,178,2025-03-02
10628,253,2024-01-25
10629,415,2025-06-13
10630,56,2024-07-08
10631,463,2024-05-20
10632,457,2025-07-08
10633,471,2025-10-19
10634,83,2024-11-10
10635,393,2025-03-19
10636,99,2024-11-14
10637,149,2025-03-16
10638,329,2024-04-01
10639,156,2024-06-27
10640,190,2024-02-25
10641,494,2024-06-03
10642,371,2025-11-02
10643,263,2024-04-20
10644,80,2024-05-16
10645,400,2024-08-19
10646,252,2025-04-12
10647,97,2025-04-25
10648,260,2024-03-08
10649,260,2024-09-05
10650,103,2024-11-18
10651,40,2025-06-01
10652,273,2025-03-07
10653,101,2025-05-01
10654,359,2025-08-28
10655,380,2025-03-04
10656,308,2024-09-25
10657,221,2025-12-09
10658,308,2025-06-20
10659,420,2024-05-27
10660,124,2024-04-27
10661,422,2025-01-01
10662,231,2024-03-06
10663,178,2025-01-04
10664,63,2024-06-23
10665,485,2025-08-10
10666,116,2025-05-09
10667,191,2024-04-23
10668,62,2024-04-20
10669,256,2025-03-14
10670,483,2025-12-15
10671,7,2024-05-26
10672,155,2024-02-04
10673,92,2024-11-04
10674,470,2025-06-21
10675,14,2024-01-14
10676,455,2025-01-08
10677,229,2025-07-10
10678,86,2025-03-03
10679,133,2025-12-28
10680,183,2024-08-20
10681,386,2025-12-05
10682,62,2025-07-16
10683,219,2025-12-26
10684,405,2025-10-24
10685,246,2025-03-15
10686,230,2025-05-16
10687,79,2024-10-01
10688,149,2024-03-16
10689,138,2025-03-14
10690,471,2025-11-29
10691,314,2024-10-15
10692,376,2025-06-23
10693,423,2025-11-22
10694,389,2024-09-09
10695,65,2024-05-05
10696,13,2024-06-25
10697,213,2024-02-06
10698,474,2025-02-13
10699,242,2025-09-02
10700,493,2025-09-01
10701,213,2024-05-06
10702,181,2025-04-27
10703,338,2024-06-16
10704,485,2025-08-14
10705,173,2024-10-20
10706,160,2025-09-29
10707,164,2024-12-08
10708,465,2024-11-05
10709,483,2025-10-23
10710,497,2025-06-11
10711,188,2025-06-23
10712,395,2025-02-22
10713,191,2025-03-19
10714,405,2025-11-15
10715,308,2025-07-11
10716,256,2024-08-23
10717,183,2025-03-14
10718,117,2024-08-01
10719,282,2024-03-25
10720,196,2024-03-25
10721,34,2025-05-03
10722,52,2024-03-05
10723,112,2025-10-07
10724,252,2025-10-24
10725,82,2025-09-18
10726,232,2024-03-04
10727,227,2024-12-08
10728,233,2024-12-17
10729,221,2024-06-06
10730,436,2025-08-11
10731,413,2025-05-05
10732,422,2025-10-19
10733,42,2025-04-07
10734,21,2024-08-12
10735,42,2024-11-08
10736,397,2025-09-06
10737,113,2025-04-10
10738,105,2024-03-28
10739,192,2024-10-29
10740,17,2025-11-10
10741,120,2025-03-10
10742,393,2025-11-12
10743,425,2024-05-14
10744,129,2024-02-19
10745,130,2025-03-07
10746,60,2024-12-05
10747,48,2024-12-12
10748,29,2025-10-07
10749,97,2024-12-12
10750,10,2025-10-10
10751,242,2024-09-01
10752,314,2024-04-18
10753,444,2025-06-16
10754,232,2024-03-30
10755,277,2024-10-22
10756,284,2024-04-21
10757,203,2025-08-11
10758,247,2024-06-25
10759,290,2024-12-08
10760,264,2025-10-21
10761,443,2024-04-10
10762,214,2025-09-20
10763,200,2025-08-26
10764,433,2025-02-04
10765,79,2024-01-28
10766,401,2025-06-20
10767,444,2024-02-27
10768,343,2025-05-12
10769,344,2024-10-23
10770,173,2024-05-13
10771,467,2024-11-26
10772,69,2024-09-05
10773,416,2025-07-03
10774,428,2024-03-15
10775,449,2025-10-15
10776,87,2024-06-16
10777,101,2025-05-17
10778,8,2024-12-20
10779,333,2024-08-12
10780,200,2025-10-25
10781,87,2025-06-14
10782,43,2024-05-25
10783,385,2024-08-28
10784,109,2024-12-09
10785,435,2024-02-04
10786,408,2025-12-02
10787,483,2024-01-01
10788,152,2024-06-01
10789,17,2025-03-04
10790,133,2025-05-22
10791,148,2024-05-05
10792,277,2025-05-05
10793,232,2025-04-26
10794,314,2024-12-10
10795,415,2024-08-08
10796,366,2025-12-23
10797,228,2024-01-25
10798,139,2025-06-11
10799,436,2024-06-30
10800,399,2025-05-13
10801,211,2025-10-02
10802,391,2024-02-11
10803,499,2025-04-25
10804,28,2025-03-14
10805,51,2025-02-05
10806,491,2025-06-29
10807,442,2024-12-10
10808,261,2024-02-14
10809,261,2025-10-07
10810,350,2024-01-21
10811,352,2025-09-25
10812,8,2024-03-10
10813,320,2024-02-17
10814,138,2025-05-05
10815,38,2025-07-04
10816,111,2024-10-13
10817,480,2024-01-10
10818,368,2025-06-25
10819,220,2024-09-30
10820,337,2025-08-22
10821,223,2025-01-15
10822,136,2024-11-24
10823,256,2025-04-23
10824,360,2024-01-15
10825,409,2025-05-30
10826,329,2024-07-09
10827,450,2024-06-16
10828,463,2025-06-04
10829,434,2025-09-12
10830,451,2024-05-16
10831,49,2024-06-02
10832,292,2025-01-22
10833,382,2024-07-27
10834,324,2024-09-28
10835,78,2024-05-22
10836,105,2025-09-02
10837,169,2024-03-09
10838,217,2024-09-03
10839,378,2024-09-17
10840,119,2024-03-19
10841,190,2025-10-19
10842,255,2025-09-14
10843,370,2025-08-27
10844,266,2025-06-08
10845,149,2025-09-12
10846,164,2024-11-25
10847,140,2024-07-07
10848,347,2024-04-04
10849,488,2025-09-08
10850,258,2024-01-08
10851,374,2024-03-07
10852,269,2025-05-10
10853,181,2024-07-09
10854,160,2024-12-31
10855,351,2025-06-04
10856,400,2024-04-26
10857,288,2024-09-23
10858,288,2025-09-02
10859,380,2025-04-29
10860,226,2025-05-23
10861,11,2024-10-24
10862,10,2024-06-12
10863,271,2025-01-10
10864,273,2025-10-14
10865,424,2024-09-24
10866,402,2025-07-02
10867,183,2024-03-14
10868,457,2025-05-22
10869,153,2024-03-13
10870,488,2024-11-03
10871,315,2024-07-17
10872,334,2024-05-09
10873,124,2025-07-25
10874,473,2025-09-06
10875,114,2025-05-01
10876,278,2024-05-30
10877,500,2025-10-30
10878,414,2024-07-24
10879,468,2024-06-27
10880,213,2024-07-15
10881,172,2024-03-29
10882,288,2025-03-09
10883,435,2024-07-01
10884,174,2024-07-27
10885,113,2025-05-07
10886,376,2024-05-09
10887,405,2025-10-26
10888,483,2024-01-13
10889,122,2025-09-25
10890,32,2024-04-15
10891,222,2025-01-09
10892,119,2025-08-04
10893,39,2025-12-07
10894,497,2025-11-28
10895,268,2024-04-08
10896,233,2025-08-16
10897,431,2025-08-09
10898,18,2024-07-10
10899,149,2024-11-20
10900,397,2025-12-26
10901,149,2025-04-11
10902,126,2025-01-01
10903,392,2024-11-13
10904,302,2024-05-23
10905,360,2025-01-18
10906,238,2024-08-03
10907,135,2024-12-26
10908,151,2024-11-19
10909,236,2024-01-15
10910,224,2024-08-04
10911,203,2025-05-06
10912,256,2025-06-30
10913,86,2024-07-01
10914,150,2024-09-26
10915,235,2025-04-11
10916,345,2025-09-03
10917,22,2025-06-02
10918,348,2025-06-25
10919,285,2025-04-11
10920,269,2024-10-31
10921,466,2024-05-23
10922,258,2024-04-20
10923,29,2024-08-19
10924,213,2025-11-21
10925,463,2025-08-06
10926,436,2025-12-22
10927,283,2025-08-14
10928,50,2025-05-14
10929,95,2025-08-17
10930,463,2025-07-07
10931,499,2024-09-29
10932,407,2025-12-03
10933,88,2024-06-21
10934,44,2024-01-07
10935,461,2024-06-03
10936,278,2025-06-05
10937,171,2025-06-29
10938,421,2025-07-01
10939,189,2025-06-01
10940,353,2024-08-02
10941,184,2024-05-13
10942,3,2024-10-11
10943,191,2024-05-05
10944,118,2025-03-14
10945,19,2025-11-16
10946,23,2024-05-31
10947,413,2024-11-26
10948,30,2025-06-21
10949,295,2025-01-17
10950,108,2024-04-24
10951,367,2025-04-26
10952,281,2024-10-10
10953,128,2024-03-15
10954,229,2024-06-14
10955,111,2024-07-07
10956,136,2024-03-18
10957,362,2025-08-24
10958,186,2025-11-18
10959,144,2024-01-21
10960,72,2025-07-19
10961,129,2024-07-02
10962,364,2024-08-09
10963,261,2024-11-23
10964,3,2024-06-27
10965,449,2024-04-21
10966,388,2025-12-26
10967,104,2024-02-28
10968,483,2024-11-22
10969,224,2025-09-12
10970,320,2025-10-30
10971,362,2024-07-09
10972,354,2024-07-18
10973,491,2024-11-07
10974,473,2025-12-08
10975,10,2024-02-04
10976,405,2025-01-13
10977,384,2025-01-21
10978,302,2024-08-24
10979,231,2025-09-07
10980,219,2025-06-02
10981,411,2024-10-09
10982,66,2024-01-01
10983,425,2025-04-08
10984,112,2024-08-17
10985,13,2024-06-20
10986,393,2024-03-27
10987,500,2025-07-06
10988,420,2024-05-02
10989,86,2024-10-24
10990,234,2025-11-20
10991,90,2025-07-28
10992,314,2025-04-28
10993,54,2024-06-13
10994,12,2025-11-29
10995,209,2025-01-17
10996,462,2024-07-27
10997,14,2025-03-07
10998,121,2025-01-23
10999,418,2025-07-13
11000,437,2024-08-11
11001,377,2024-01-03
11002,20,2025-01-06
11003,75,2025-11-17
11004,400,2025-03-21
11005,243,2025-09-02
11006,223,2024-04-25
11007,70,2024-09-26
11008,312,2025-03-22
11009,211,2025-01-02
11010,101,2024-09-09
11011,186,2024-11-12
11012,132,2025-02-18
11013,111,2024-04-04
11014,381,2024-01-24
11015,132,2025-09-19
11016,20,2025-10-24
11017,394,2024-02-19
11018,24,2025-05-16
11019,227,2025-12-18
11020,154,2025-05-12
11021,293,2024-11-30
11022,230,2024-03-19
11023,469,2025-08-04
11024,310,2024-01-27
11025,488,2024-09-27
11026,359,2025-07-15
11027,405,2024-09-03
11028,202,2025-08-13
11029,38,2025-01-21
11030,430,2025-12-02
11031,260,2025-07-12
11032,188,2024-12-26
11033,57,2025-05-02
11034,429,2024-12-17
11035,20,2025-12-01
11036,273,2024-09-12
11037,119,2024-08-09
11038,71,2024-01-01
11039,4,2025-06-29
11040,221,2025-03-21
11041,14,2024-03-19
11042,3,2024-08-23
11043,216,2024-11-29
11044,229,2024-12-14
11045,336,2024-04-07
11046,186,2024-03-22
11047,55,2025-05-16
11048,500,2025-04-21
11049,388,2025-12-04
11050,376,2025-07-03
11051,254,2024-01-14
11052,24,2025-01-26
11053,162,2024-12-12
11054,158,2024-11-05
11055,82,2025-01-20
11056,403,2024-07-27
11057,159,2024-12-22
11058,188,2025-08-23
11059,60,2025-07-21
11060,403,2024-04-03
11061,305,2024-04-02
11062,319,2024-12-05
11063,366,2025-08-19
11064,211,2025-03-20
11065,406,2024-01-22
11066,152,2024-10-17
11067,109,2025-04-29
11068,76,2024-11-01
11069,30,2025-09-25
11070,314,2024-05-07
11071,486,2025-09-16
11072,117,2024-09-29
11073,415,2025-03-17
11074,356,2025-05-17
11075,192,2024-05-09
11076,19,2024-05-11
11077,432,2025-08-19
11078,173,2025-04-26
11079,228,2025-01-24
11080,350,2025-08-15
11081,183,2024-11-20
11082,113,2024-03-09
11083,183,2025-10-21
11084,481,2025-03-23
11085,146,2025-06-11
11086,319,2025-09-08
11087,116,2024-06-13
11088,113,2025-05-02
11089,251,2025-12-13
11090,476,2025-12-09
11091,251,2025-03-01
11092,303,2025-11-27
11093,459,2024-09-21
11094,313,2025-09-03
11095,118,2024-12-07
11096,301,2025-12-26
11097,161,2024-10-04
11098,401,2025-11-04
11099,198,2025-03-14
11100,260,2024-06-05
11101,148,2025-02-25
11102,240,2024-09-07
11103,47,2025-08-31
11104,475,2025-06-13
11105,399,2024-11-22
11106,198,2024-04-06
11107,47,2025-05-27
11108,78,2024-08-03
11109,124,2024-05-11
11110,75,2024-09-16
11111,359,2024-05-04
11112,137,2024-03-22
11113,90,2024-10-09
11114,400,2025-11-13
11115,325,2024-02-28
11116,500,2025-06-27
11117,61,2024-06-09
11118,138,2024-10-10
11119,50,2024-04-15
11120,259,2024-04-14
11121,461,2025-03-14
11122,107,2024-08-15
11123,113,2025-11-30
11124,350,2025-08-04
11125,254,2024-11-13
11126,118,2025-04-08
11127,493,2025-08-21
11128,198,2025-04-16
11129,337,2024-02-25
11130,365,2025-09-16
11131,51,2024-01-13
11132,245,2025-03-15
11133,403,2024-01-18
11134,426,2025-11-24
11135,35,2024-04-22
11136,302,2024-08-16
11137,410,2024-06-19
11138,499,2024-10-21
11139,69,2024-07-07
11140,349,2025-03-01
11141,320,2024-03-19
11142,421,2025-10-19
11143,468,2024-06-30
11144,49,2025-05-13
11145,405,2025-12-08
11146,74,2024-03-11
11147,192,2024-09-04
11148,261,2024-05-25
11149,356,2025-09-09
11150,70,2024-10-22
11151,90,2025-08-04
11152,260,2025-04-14
11153,126,2025-05-20
11154,231,2024-07-11
11155,295,2024-03-08
11156,498,2025-05-08
11157,419,2024-02-21
11158,129,2024-12-28
11159,280,2025-04-18
11160,313,2025-06-04
11161,100,2025-03-06
11162,326,2024-10-24
11163,297,2025-03-10
11164,182,2025-11-26
